id,shpcountry,rcvcountry
-14620,NA,Oceanus
-3753,NA,Oceanus
Ola de la Costa Pic Freight ,Zawalinda,Oceanus
-6742,NA,Oceanus
The Sea Lion Export,Marebak,NA
-18605,NA,Oceanus
Nazhivka Tugboat SE Solutions,Marebak,NA
-6197,NA,Oceanus
-6386,NA,Oceanus
Ocean Quest Charter Boat  Ltd. Corporation and Son's,Puerto Sol,Oceanus
-9152,NA,Oceanus
-12216,NA,Oceanus
Zambezi Delta  Plc Solutions,Coralmarica,Coralmarica
-16009,NA,Oceanus
-15373,NA,Oceanus
-15964,NA,Oceanus
-4667,NA,Oceanus
-11797,NA,Oceanus
-7064,NA,Oceanus
SilverStream & Plc Investment,Marebak,Oceanus
-8838,NA,Oceanus
-18377,NA,Oceanus
-19098,NA,Oceanus
-17126,NA,Oceanus
-13436,NA,Oceanus
-13468,NA,Oceanus
-18796,NA,Oceanus
-10880,NA,Oceanus
La gan  Incorporated Sea spray,Marebak,NA
-10883,NA,Oceanus
-8921,NA,Oceanus
-14825,NA,Oceanus
-5512,NA,Oceanus
-20480,NA,Oceanus
-3536,NA,Oceanus
-8669,NA,Oceanus
Lake Malawi  Limited Liability Company,Marebak,Marebak
-8764,NA,Oceanus
-3140,NA,Oceanus
-11666,NA,Oceanus
-18039,NA,Oceanus
-7874,NA,Oceanus
-11825,NA,Oceanus
-17571,NA,Oceanus
-17322,NA,Oceanus
-14354,NA,Oceanus
-13012,NA,Oceanus
Asveja GmbH & Co. KG Freight ,Alverossia,NA
-16975,NA,Oceanus
Seashell s  Nautilus GmbH & Co. KG Marine biology,Ariuzima,NA
-21185,NA,Oceanus
-4086,NA,Oceanus
-10000,NA,Oceanus
-21836,NA,Oceanus
Chuan gou  Worldwide Current,Kondanovia,NA
-16662,NA,Oceanus
-15426,NA,Oceanus
-7852,NA,Oceanus
-20299,NA,Oceanus
-16564,NA,Oceanus
-7857,NA,Oceanus
-7870,NA,Oceanus
-20328,NA,Oceanus
-18027,NA,Oceanus
-11098,NA,Oceanus
-20810,NA,Oceanus
-8207,NA,Oceanus
-21251,NA,Oceanus
-7181,NA,Oceanus
-10413,NA,Oceanus
Sea Shanty International Herring,Utoporiana,Utoporiana
-20145,NA,Oceanus
-2042,NA,Oceanus
-16788,NA,Oceanus
-13305,NA,Oceanus
-11111,NA,Oceanus
-16595,NA,Oceanus
-14622,NA,Oceanus
Sea Shanty Consultants Manatee,Oceanus,Oceanus
-11436,NA,Oceanus
-14619,NA,Oceanus
Caspian Sea   Sea spray,Merigrad,Oceanus
-16065,NA,Oceanus
-14977,NA,Oceanus
-17683,NA,Oceanus
-17405,NA,Oceanus
-13264,NA,Oceanus
-4416,NA,Oceanus
-15272,NA,Oceanus
-9147,NA,Oceanus
-1244,NA,Oceanus
-17471,NA,Oceanus
-14002,NA,Oceanus
-19756,NA,Oceanus
-15087,NA,Oceanus
-946,NA,Oceanus
Kilimanjaro fishery N.V. Import,Riodelsol,Oceanus
-21521,NA,Oceanus
-17658,NA,Oceanus
-16274,NA,Oceanus
-6360,NA,Oceanus
-8866,NA,Oceanus
-17015,NA,Oceanus
-5943,NA,Oceanus
-15857,NA,Oceanus
-7863,NA,Oceanus
-7839,NA,Oceanus
-5513,NA,Oceanus
-5035,NA,Oceanus
-7858,NA,Oceanus
-1412,NA,Oceanus
-11575,NA,Oceanus
Mar Azul SE Services,Oceanus,NA
-8991,NA,Oceanus
-7066,NA,Oceanus
-20400,NA,Oceanus
-21873,NA,Oceanus
-17765,NA,Oceanus
-10742,NA,Oceanus
-10097,NA,Oceanus
-21718,NA,Oceanus
Gvardeysk Mudflat AS Merchants,Brindisola,Oceanus
-11099,NA,Oceanus
SilverFin Ltd. Corporation Hijiki,Rio Isla,NA
Gambia River   AS Manatee,Alverossia,Icarnia
-321,NA,Oceanus
-2194,NA,Oceanus
Surf and Sand Services,Wysterion,Oceanus
Ancla del Mar AS,Marebak,Oceanus
-5050,NA,Oceanus
-13747,NA,Oceanus
-20910,NA,Oceanus
-16411,NA,Oceanus
-114,NA,Oceanus
-2377,NA,Oceanus
-20252,NA,Oceanus
-21169,NA,Polarisdom
-3773,NA,Oceanus
-14672,NA,Oceanus
The Salted Pearl Ray,Brindisola,NA
-5529,NA,Oceanus
-13439,NA,Oceanus
-7469,NA,Oceanus
-7449,NA,Oceanus
-3378,NA,Oceanus
-6622,NA,Oceanus
Adriatic Squid Pier ОАО Transit,Nalakond,Oceanus
-1358,NA,Oceanus
-17242,NA,Oceanus
-18725,NA,Oceanus
Arabian Sea  AG Salmon,Nalakond,Oceanus
-11106,NA,Oceanus
-8763,NA,Oceanus
-14203,NA,Oceanus
-10082,NA,Oceanus
-15536,NA,Oceanus
-1308,NA,Oceanus
biān yú ship Kga Marine conservation,Calabrand,Oceanus
-8834,NA,Oceanus
Wave Riders AG Enterprises,Marebak,Oceanus
Playa Azul Sagl and Son's,Marebak,Oceanus
-8332,NA,Oceanus
-16319,NA,Oceanus
Seafarer's Club SRL and,Marebak,NA
-4939,NA,Oceanus
-5528,NA,Oceanus
-9143,NA,Oceanus
-5895,NA,Oceanus
-13263,NA,Oceanus
-18402,NA,Oceanus
-19283,NA,Oceanus
Dnipro  S.A. de C.V. Transit,Sirenareef,NA
-3167,NA,Oceanus
-421,NA,Oceanus
-20291,NA,Oceanus
-4208,NA,Oceanus
-1397,NA,Oceanus
-7060,NA,Oceanus
-3534,NA,Oceanus
-13784,NA,Oceanus
-18716,NA,Oceanus
-20069,NA,Oceanus
-10315,NA,Oceanus
-4061,NA,Oceanus
-5256,NA,Oceanus
-5922,NA,Oceanus
-7826,NA,Oceanus
-21637,NA,Oceanus
-12705,NA,Oceanus
-9696,NA,Oceanus
Transit Ltd. Liability Co,Alverossia,Mango del Oro
-17307,NA,Oceanus
Yu wo  Limited Liability Company,Alverossia,Coralmarica
-4114,NA,Oceanus
-6364,NA,Oceanus
-21249,NA,Oceanus
-21465,NA,Oceanus
Turkish Salmon AS Transport,Arreciviento,NA
-21171,NA,Polarisdom
-8490,NA,Oceanus
-5253,NA,Oceanus
-1401,NA,Oceanus
-20479,NA,Oceanus
-12992,NA,Oceanus
-12612,NA,Oceanus
Ocean Outlaws Limited Liability Company Transport,Marebak,NA
-11517,NA,Oceanus
-16108,NA,Oceanus
-14951,NA,Oceanus
-12707,NA,Oceanus
-13169,NA,Oceanus
-16881,NA,Oceanus
-8612,NA,Oceanus
-17672,NA,Oceanus
-280,NA,Oceanus
-10754,NA,Oceanus
-14640,NA,Oceanus
-9475,NA,Oceanus
-19202,NA,Oceanus
-5935,NA,Oceanus
-11523,NA,Oceanus
-5257,NA,Oceanus
Tide Turners Corp Rybachit,Marebak,NA
-8620,NA,Oceanus
-2294,NA,Oceanus
Dolphin Dreams CJSC Worldwide,Nalaloria,Oceanus
-21473,NA,Oceanus
-4881,NA,Oceanus
Coral del Cielo LC Express,Marebak,NA
-13244,NA,Oceanus
-17494,NA,Oceanus
-11803,NA,Oceanus
-2288,NA,Oceanus
-17999,NA,Oceanus
-4057,NA,Oceanus
-21913,NA,Oceanus
-13839,NA,Oceanus
-21773,NA,Oceanus
-3828,NA,Oceanus
Seaside Summit A/S Otter,Vesperanda,Oceanus
-5886,NA,Oceanus
-600,NA,Oceanus
Harbah Caviar Inc Holdings,Mawazam,Oceanus
-13,Isla Solmar,Oceanus
Mar de la Aventura GmbH & Co. KG,Marebak,NA
Brisa del Mar Ltd. Liability Co,Marebak,NA
Beach Breakers Corporation &,Marebak,NA
Beachcombers Coast GmbH Delivery,Marebak,NA
-7069,NA,Oceanus
-21061,NA,Oceanus
-17858,NA,Oceanus
-16607,NA,Oceanus
-14720,NA,Oceanus
-21668,NA,Oceanus
-10314,NA,Oceanus
shí rén yú Marine life,Oceanus,Oceanus
-16202,NA,Oceanus
-16511,NA,Oceanus
-11444,NA,Oceanus
Hook Transit Marine conservation,Marebak,Oceanus
-2645,NA,Oceanus
-459,NA,Oceanus
-20811,NA,Oceanus
-6399,NA,Oceanus
-8318,NA,Oceanus
-8320,NA,Oceanus
-7076,NA,Oceanus
-17927,NA,Oceanus
-11307,NA,Oceanus
Ancla del Mar Pic Worldwide,Thessalandia,NA
-8995,NA,Oceanus
-2971,NA,Oceanus
-9464,NA,Oceanus
Caracola del Mar Worldwide,Lumaland,NA
-973,NA,Oceanus
-1406,NA,Oceanus
-12470,NA,Oceanus
-11852,NA,Oceanus
-15766,NA,Oceanus
-12095,NA,Oceanus
-1284,NA,Oceanus
-1390,NA,Oceanus
xún yú LLC Merchants,Marebak,Oceanus
-11177,NA,Oceanus
-2067,NA,Oceanus
-19744,NA,Oceanus
Yu gan  SE Coral,Marebak,Oceanus
Pradesh   Ltd. Corporation Transport,Coral Solis,NA
-19980,NA,Oceanus
Icelandic Shrimp A/S Marine sanctuary,NA,Oceanus
-6363,NA,Oceanus
-15718,NA,Oceanus
-15690,NA,Oceanus
-15704,NA,Oceanus
Bahía del Sol Plc,Riodelsol,Oceanus
-6398,NA,Oceanus
-5932,NA,Oceanus
-5931,NA,Oceanus
-13299,NA,Oceanus
-1084,NA,Oceanus
-1394,NA,Oceanus
-18603,NA,Oceanus
-3618,NA,Oceanus
-14830,NA,Oceanus
-16937,NA,Oceanus
-471,NA,Oceanus
-19182,NA,Oceanus
-11522,NA,Oceanus
-18604,NA,Oceanus
-18527,NA,Oceanus
-4759,NA,Oceanus
-20116,NA,Oceanus
-1310,NA,Oceanus
-12061,NA,Oceanus
-10882,NA,Oceanus
-18529,NA,Oceanus
Ola del Este Company,Isliandor,Oceanus
-1303,NA,Oceanus
-16101,NA,Oceanus
-10184,NA,Oceanus
-2646,NA,Oceanus
Sea Star BV Distribution,NA,Oceanus
-16747,NA,Oceanus
-11104,NA,Oceanus
-4203,NA,Oceanus
-13679,NA,Oceanus
-12236,NA,Oceanus
-15245,NA,Oceanus
-6391,NA,Oceanus
-20032,NA,Oceanus
-2861,NA,Oceanus
-17402,NA,Oceanus
-1370,NA,Oceanus
-13164,NA,Oceanus
Selous Game Reserve  Company Import,Zawalinda,NA
-20812,NA,Oceanus
-3777,NA,Oceanus
-3664,NA,Oceanus
Aqua Adventures Chart S.p.A. Cargo,Marebak,NA
-3763,NA,Oceanus
-7005,NA,Oceanus
-10565,NA,Oceanus
-17591,NA,Oceanus
-4876,NA,Oceanus
-9140,NA,Oceanus
-4878,NA,Oceanus
Caracola del Sol CJSC Export,Marebak,Coralmarica
-11524,NA,Oceanus
Isla del Tesoro AS Transport,Zawalinda,Oceanus
-8871,NA,Oceanus
-4762,NA,Oceanus
-11023,NA,Oceanus
Kilwa Coast  S.A. de C.V. Logistics,Osterivella,Oceanus
-20284,NA,Oceanus
Estrella del Mar Seafoam,Vesperanda,Oceanus
-14564,NA,Oceanus
-18065,NA,Oceanus
-9924,NA,Oceanus
-6366,NA,Oceanus
-8107,NA,Oceanus
-16357,NA,Oceanus
-15705,NA,Oceanus
-16356,NA,Oceanus
-20683,NA,Oceanus
-15703,NA,Oceanus
-21178,NA,Oceanus
-19087,NA,Oceanus
Icelandic Cod OJSC Services,Sol y Oceana,Oceanus
-5919,NA,Oceanus
-16910,NA,Oceanus
-10756,NA,Oceanus
-8926,NA,Oceanus
Red Sea  Corporation Industrial,Sol y Oceana,Oceanus
-21589,NA,Oceanus
-8208,NA,Oceanus
Niger River   Cargo Regatta,Oceanus,Puerto Sol
-4425,NA,Oceanus
Rybachit Dredge AG Holdings,Kondanovia,NA
-19088,NA,Oceanus
-7465,NA,Oceanus
-1398,NA,Oceanus
-12723,NA,Oceanus
-12724,NA,Oceanus
-1362,NA,Oceanus
-17928,NA,Oceanus
-11848,NA,Oceanus
-5514,NA,Oceanus
-11802,NA,Oceanus
Mar y Viento Navigation,NA,Oceanus
-19460,NA,Oceanus
-21731,NA,Oceanus
-18902,NA,Oceanus
-12469,NA,Oceanus
-18372,NA,Oceanus
-3135,NA,Oceanus
-15893,NA,Oceanus
-2048,NA,Oceanus
-3154,NA,Oceanus
-15989,NA,Oceanus
-19806,NA,Oceanus
-3850,NA,Oceanus
Scottish Oysters AG Marine sanctuary,Coralmarica,Oceanus
Pao gan BV Marine life,Coralmarica,Oceanus
-7068,NA,Oceanus
-12191,NA,Oceanus
-15702,NA,Oceanus
Fin Flair Plc Shipyard,Marebak,Oceanus
-14146,NA,Oceanus
4 S.A. de C.V.,Marebak,Oceanus
-4496,NA,Oceanus
-1101,NA,Oceanus
-3532,NA,Oceanus
-2878,NA,Oceanus
-14671,NA,Oceanus
Arawak Pelican Ltd. Liability Co and Son's,Marebak,NA
-1059,NA,Oceanus
-14810,NA,Oceanus
West Bengal   Inc Investment,Marebak,Oceanus
-14415,NA,Oceanus
-12064,NA,Oceanus
-13680,NA,Oceanus
-17499,NA,Oceanus
-442,NA,Oceanus
-9359,NA,Oceanus
-2877,NA,Oceanus
-11913,NA,Oceanus
-4763,NA,Oceanus
-9794,NA,Oceanus
Chuan gou  Corporation Marine,Marebak,NA
-1405,NA,Oceanus
-8182,NA,Oceanus
Gulf of Guinea   Sagl Transportation,Brindisola,Oceanus
-4949,NA,Oceanus
-2631,NA,Oceanus
-5934,NA,Oceanus
-7864,NA,Oceanus
-21669,NA,Oceanus
-21970,NA,Oceanus
-16318,NA,Oceanus
-1375,NA,Oceanus
Black Sea Anchovy OJSC Worldwide,Nalakond,Oceanus
-2849,NA,Oceanus
Estrella del Mar BV,Marebak,Patacoral
-12652,NA,Oceanus
-1312,NA,Oceanus
-10753,NA,Oceanus
-19278,NA,Oceanus
-11165,NA,Oceanus
-19328,NA,Oceanus
-14570,NA,Oceanus
-3143,NA,Oceanus
-4284,NA,Oceanus
-14962,NA,Oceanus
-5592,NA,Oceanus
-2289,NA,Oceanus
-7077,NA,Oceanus
-12609,NA,Oceanus
-5940,NA,Oceanus
-1153,NA,Oceanus
-5905,NA,Oceanus
-18927,NA,Oceanus
-6852,NA,Oceanus
-6844,NA,Oceanus
-18670,NA,Oceanus
-3471,NA,Oceanus
-19326,NA,Oceanus
-12908,NA,Oceanus
-9790,NA,Oceanus
Balkan Trout Ltd. Corporation Transit,Puerto Sol,Vesperanda
-2097,NA,Oceanus
-3145,NA,Oceanus
-15243,NA,Oceanus
Mar de la Luz Incorporated,Marebak,NA
-11419,NA,Oceanus
Estrella del Mar Export,Marebak,Alverossia
-11593,NA,Oceanus
-20070,NA,Oceanus
-9132,NA,Oceanus
Greek Octopus _ Ltd. Corporation Delivery,Alverossia,Oceanus
Mar del Golfo GmbH & Co. KG Transit,Zawalinda,NA
-15708,NA,Oceanus
-13399,NA,Oceanus
-1269,NA,Oceanus
-19181,NA,Oceanus
French Crab NV Cargo,Marebak,Marebak
-19183,NA,Oceanus
-6482,NA,Oceanus
Amerigo GmbH & Co. KG and,NA,Oceanus
-123,NA,Oceanus
-15012,NA,Oceanus
Odisha  Marine conservation ОАО Transit,Alverossia,Oceanus
-664,NA,Oceanus
-17962,NA,Oceanus
-15410,NA,Oceanus
-15936,NA,Oceanus
-9842,NA,Oceanus
-16100,NA,Oceanus
-15340,NA,Oceanus
-5882,NA,Oceanus
-8315,NA,Oceanus
Aqua Ventures Wave Sp Marine sanctuary,Marebak,NA
-299,NA,Oceanus
-16140,NA,Oceanus
-9697,NA,Oceanus
-12146,NA,Oceanus
-13083,NA,Oceanus
Jammu & Kashmir Sea  N.V. Marine sanctuary,NA,Oceanus
bái suō wěn lú Marine biology,NA,Oceanus
-15865,NA,Oceanus
-17768,NA,Oceanus
-20838,NA,Oceanus
-16152,NA,Oceanus
SeaTree Marine mist OJSC Brothers,NA,Oceanus
-1199,NA,Oceanus
Diao yu  Corp Compass,Utoporiana,Oceanus
-19594,NA,Oceanus
-7441,NA,Oceanus
-15700,NA,Oceanus
-15833,NA,Oceanus
Italian Anchovy S.A. de C.V.,Marebak,NA
-21029,NA,Oceanus
-4214,NA,Oceanus
-8498,NA,Oceanus
Olas del Sur Sagl Marine sanctuary,Marebak,Oceanus
SeaSelect Beachcomber Sp Marine sanctuary,Vesperanda,Oceanus
-13831,NA,Oceanus
-17367,NA,Oceanus
-13460,NA,Oceanus
-13832,NA,Oceanus
Skeleton Coast  Marine conservation,Marebak,NA
-18127,NA,Oceanus
-14048,NA,Oceanus
Blue Water Ventures Lighthouse Pic Services,Marebak,Oceanus
-15696,NA,Oceanus
-15717,NA,Oceanus
-1088,NA,Oceanus
-21652,NA,Oceanus
-3151,NA,Oceanus
-14866,NA,Oceanus
Marine Adventures Seabreeze AS Forwading,Osterivella,NA
-13054,NA,Oceanus
-19769,NA,Oceanus
-21909,NA,Oceanus
-11516,NA,Oceanus
-12508,NA,Oceanus
-5435,NA,Oceanus
Skeleton Coastline BV Freight ,Marebak,NA
Spanish Red Snapper A/S,Coralmarica,NA
-18644,NA,Oceanus
-10879,NA,Oceanus
Coral Reef Incorporated Carriers,Marebak,NA
-21635,NA,Oceanus
-7228,NA,Oceanus
Mar de Cristalino Inc Brothers,Utoporiana,Oceanus
-16290,NA,Oceanus
-9656,NA,Oceanus
-20821,NA,Oceanus
Sudd Swamp   Sp Transport,Marebak,NA
Greek Sea Bream Sp,Nalakond,Oceanus
-10745,NA,Oceanus
-8566,NA,Oceanus
Kambala Caviar Corporation Solutions,Marebak,Oceanus
-16408,NA,Oceanus
-6448,NA,Oceanus
-9563,NA,Oceanus
-5884,NA,Oceanus
-20773,NA,Oceanus
-1344,NA,Oceanus
Baltic Catch Corporation Brothers,Sol y Oceana,NA
-18543,NA,Oceanus
Belgian Lobster AB Transit,Marebak,Oceanus
-10936,NA,Oceanus
-8489,NA,Oceanus
-5030,NA,Oceanus
-21142,NA,Polarisdom
-4665,NA,Oceanus
-18134,NA,Oceanus
Costa de Coral Corporation Worldwide,Marebak,NA
-1407,NA,Oceanus
-12314,NA,Oceanus
Uttar Pradesh s BV,Oceanus,Zimawand
-8330,NA,Oceanus
-20636,NA,Oceanus
-5277,NA,Oceanus
qīng yú Pic Consultants,Ariuzima,Ariuzima
-10838,NA,Oceanus
-16880,NA,Oceanus
-20576,NA,Oceanus
-5515,NA,Oceanus
-4466,NA,Oceanus
Norwegian King Crab S.A. de C.V.,Alverossia,Oceanus
-17533,NA,Oceanus
-11400,NA,Oceanus
-3776,NA,Oceanus
-3757,NA,Oceanus
-17370,NA,Oceanus
-12647,NA,Oceanus
-20624,NA,Oceanus
-16663,NA,Oceanus
-13438,NA,Oceanus
-16353,NA,Oceanus
-15151,NA,Oceanus
-9438,NA,Oceanus
-20534,NA,Oceanus
-20535,NA,Oceanus
-3153,NA,Oceanus
-1318,NA,Oceanus
-17211,NA,Oceanus
-15695,NA,Oceanus
-14236,NA,Oceanus
-923,NA,Oceanus
-14414,NA,Oceanus
-16510,NA,Oceanus
-4765,NA,Oceanus
-12389,NA,Oceanus
-15430,NA,Oceanus
-4411,NA,Oceanus
-21939,NA,Oceanus
-19368,NA,Oceanus
-16926,NA,Oceanus
-13952,NA,Oceanus
-13954,NA,Oceanus
Caracola Marina Fish  Kga Marine,Talandria,Marifada
-17570,NA,Oceanus
-2607,NA,Oceanus
-3298,NA,Oceanus
-12370,NA,Oceanus
-13324,NA,Oceanus
lú yú Co Freight ,Vesperanda,Oceanus
-4205,NA,Oceanus
-20866,NA,Oceanus
-13997,NA,Oceanus
Danish Mackerel ОАО Line,Riodelsol,Sol y Oceana
-20775,NA,Oceanus
-8760,NA,Oceanus
-1220,NA,Oceanus
-21287,NA,Oceanus
-1294,NA,Oceanus
9 Ltd. Liability Co Marine sanctuary,Oceanus,Mawalara
-16596,NA,Oceanus
-16597,NA,Oceanus
-5876,NA,Oceanus
-14450,NA,Oceanus
-2856,NA,Oceanus
-5038,NA,Oceanus
-4936,NA,Oceanus
-15009,NA,Oceanus
-17241,NA,Oceanus
-6387,NA,Oceanus
-5264,NA,Oceanus
-21078,NA,Oceanus
-8184,NA,Oceanus
-21911,NA,Oceanus
-9747,NA,Oceanus
-10746,NA,Oceanus
-4940,NA,Oceanus
Mar del Caribe Co,Mawazam,Oceanus
-10084,NA,Oceanus
Lake Malawi  Salmon ОАО Freight ,Quornova,Oceanus
-4226,NA,Oceanus
-9599,NA,Oceanus
-3530,NA,Oceanus
-2204,NA,Oceanus
-21055,NA,Oceanus
Costa del Mar Enterprises,Marebak,Oceanus
-21651,NA,Oceanus
-9138,NA,Oceanus
-15271,NA,Oceanus
Playa de la Luna Carriers Seafarer,Marebak,NA
-13777,NA,Oceanus
-20651,NA,Oceanus
-15720,NA,Oceanus
-13123,NA,Oceanus
-17270,NA,Oceanus
-20625,NA,Oceanus
-15697,NA,Oceanus
-15692,NA,Oceanus
-8872,NA,Oceanus
-17770,NA,Oceanus
-14268,NA,Oceanus
-3152,NA,Oceanus
-10877,NA,Oceanus
-3626,NA,Oceanus
-10885,NA,Oceanus
-13998,NA,Oceanus
Romero Seagrass Oyj Worldwide,Oceanus,Oceanus
-10414,NA,Oceanus
-7079,NA,Oceanus
-12963,NA,Oceanus
Robert Marine conservation A/S Express,Marebak,NA
-2111,NA,Polarisdom
CoralCove Tide GmbH Freight ,NA,Oceanus
-6737,NA,Oceanus
Mizoram  Current AS Cargo,Vesperanda,Coralmarica
-1192,NA,Oceanus
Caspian Sea   Limited Liability Company,Sol y Oceana,NA
-1282,NA,Oceanus
-1219,NA,Oceanus
-18926,NA,Oceanus
Jammu & Kashmir  Kga -,Gavanovia,NA
-11931,NA,Oceanus
-19800,NA,Oceanus
-8668,NA,Oceanus
-15089,NA,Oceanus
-20418,NA,Oceanus
-2643,NA,Oceanus
Lake Kariba   Inc United,Ariuzima,Oceanus
-16354,NA,Oceanus
Faroe Islands Shrimp Oyj Import,Marebak,NA
-5894,NA,Oceanus
-18097,NA,Oceanus
-4263,NA,Oceanus
-13712,NA,Oceanus
-9041,NA,Oceanus
-4202,NA,Oceanus
Portuguese Sardines Ges.m.b.H. Shipping,Marebak,NA
-15156,NA,Oceanus
-171,NA,Oceanus
-6395,NA,Oceanus
Gulf of Tadjoura  Incorporated Freight ,Marebak,NA
-19242,NA,Oceanus
-11663,NA,Oceanus
-2275,NA,Oceanus
-837,NA,Oceanus
-6426,NA,Oceanus
-3572,NA,Oceanus
Icelandic Oysters AB Line,Nalakond,Oceanus
-7429,NA,Oceanus
xiǎo lóng xiā GmbH Import,Marebak,Oceanus
-16066,NA,Oceanus
-18301,NA,Oceanus
-16038,NA,Oceanus
-1360,NA,Oceanus
-7151,NA,Oceanus
-7473,NA,Oceanus
-3156,NA,Oceanus
-9137,NA,Oceanus
Mar de Cielo Corp Seagrass,Kondanovia,Kondanovia
Mar de la Costa S.A. de C.V. Cargo,Mawalara,Marebak
-14062,NA,Oceanus
-9699,NA,Oceanus
-17982,NA,Oceanus
-20532,NA,Oceanus
-16606,NA,Oceanus
-10910,NA,Oceanus
-1408,NA,Oceanus
-20066,NA,Oceanus
Tamil  Snapper SE United,Kethilim,NA
-14881,NA,Oceanus
-2684,NA,Oceanus
-19441,NA,Oceanus
-19309,NA,Oceanus
-14508,NA,Oceanus
Irish Scallop Incorporated _,Marebak,NA
-9473,NA,Oceanus
-2271,NA,Oceanus
-10878,NA,Oceanus
-3376,NA,Oceanus
-6684,NA,Oceanus
-13794,NA,Oceanus
Irish Sea  Corporation Shipping,Marebak,NA
-2056,NA,Oceanus
-2745,NA,Oceanus
-18534,NA,Oceanus
-15724,NA,Oceanus
-11957,NA,Oceanus
-1216,NA,Oceanus
Ancla del Este OJSC Logistics,Osterivaria,NA
-21184,NA,Oceanus
-20893,NA,Oceanus
-19035,NA,Oceanus
-7502,NA,Oceanus
Playa del Tesoro SRL Export,Merigrad,Oceanus
-19461,NA,Oceanus
-2603,NA,Oceanus
Niger River   AB and Son's,Korvelia,Oceanus
-12092,NA,Oceanus
-19405,NA,Oceanus
-4438,NA,Oceanus
-1289,NA,Oceanus
-1228,NA,Oceanus
-6353,NA,Oceanus
-10411,NA,Oceanus
-12649,NA,Oceanus
-18852,NA,Oceanus
-14896,NA,Oceanus
-6853,NA,Oceanus
-669,NA,Oceanus
Mar del Placer Incorporated Logistics,-22004,Oceanus
-19157,NA,Oceanus
-2852,NA,Oceanus
-18615,NA,Oceanus
-15725,NA,Oceanus
-3155,NA,Oceanus
Madhya Pradesh  Market SE,Marebak,NA
-1288,NA,Oceanus
Orange River Mouth   NV Cargo ship,Marebak,Oceanus
-18175,NA,Oceanus
Edward Ltd. Corporation & Son's,Coralmarica,Sol y Oceana
-1285,NA,Oceanus
-5040,NA,Oceanus
-10887,NA,Oceanus
-11103,NA,Oceanus
-17834,NA,Oceanus
-9441,NA,Oceanus
-21917,NA,Oceanus
-15891,NA,Oceanus
-15889,NA,Oceanus
-14460,NA,Oceanus
-11398,NA,Oceanus
-20641,NA,Oceanus
-19788,NA,Oceanus
-4822,NA,Oceanus
-13736,NA,Oceanus
-7062,NA,Oceanus
-7851,NA,Oceanus
-7862,NA,Oceanus
-11826,NA,Oceanus
Gujarat  - Corp Transport,Marebak,Oceanus
AquaFresh Foods Sp Nori,Marebak,NA
-15693,NA,Oceanus
-8493,NA,Oceanus
-18428,NA,Oceanus
Lake Mweru  LLC Carriers,NA,Oceanus
-7833,NA,Oceanus
-15242,NA,Oceanus
-21186,NA,Oceanus
-5927,NA,Oceanus
-13437,NA,Oceanus
-4935,NA,Oceanus
-21222,NA,Oceanus
AquaFresh Foods Navigation OJSC Transport,Marebak,Oceanus
-2623,NA,Oceanus
Sea Striders AB Breakwater,NA,Oceanus
-5033,NA,Oceanus
-20401,NA,Oceanus
-20026,NA,Oceanus
Turkish Calamari LLC Shipping,Merigrad,Merigrad
-5509,NA,Oceanus
-4755,NA,Oceanus
-13453,NA,Oceanus
-5883,NA,Oceanus
-13513,NA,Oceanus
-18544,NA,Oceanus
-15892,NA,Oceanus
-16139,NA,Oceanus
-7071,NA,Oceanus
-2602,NA,Oceanus
-4823,NA,Oceanus
-2605,NA,Oceanus
-17299,NA,Oceanus
-15372,NA,Oceanus
-1270,NA,Oceanus
-6358,NA,Oceanus
-6456,NA,Oceanus
-7489,NA,Oceanus
-13435,NA,Oceanus
Caracola del Mar Co,NA,Oceanus
-21775,NA,Oceanus
lǐyú S.A. de C.V.,NA,Oceanus
-1291,NA,Oceanus
Bay of Bengal's Kga,Brindivaria,Oceanus
-3490,NA,Oceanus
-11669,NA,Oceanus
-17075,NA,Oceanus
-18818,NA,Oceanus
-10969,NA,Oceanus
-9504,NA,Oceanus
-16317,NA,Oceanus
-4415,NA,Oceanus
-4945,NA,Oceanus
Isla del Tesoro NV,Mawandia,Mawandia
-19240,NA,Oceanus
-6845,NA,Oceanus
-7443,NA,Oceanus
Starfish Pelican S.p.A. Shipping,Merigrad,NA
-11670,NA,Oceanus
-12004,NA,Oceanus
-2072,NA,Oceanus
-7846,NA,Oceanus
-6369,NA,Oceanus
-6362,NA,Oceanus
OceanSavor Seafoam Ltd. Liability Co Transit,NA,Oceanus
Saltwater Solutions GmbH Brackish,Marebak,Oceanus
-5268,NA,Oceanus
-2865,NA,Oceanus
-5248,NA,Oceanus
-5249,NA,Oceanus
-19421,NA,Oceanus
-20689,NA,Oceanus
-7831,NA,Oceanus
-2606,NA,Oceanus
-19693,NA,Oceanus
-19694,NA,Oceanus
-4434,NA,Oceanus
Southeast Barracuda Ltd. Corporation Cargo,Zawalinda,NA
-21221,NA,Oceanus
-4059,NA,Oceanus
-2687,NA,Oceanus
Lake Tanganyika  Krill GmbH Delivery,NA,Oceanus
-2862,NA,Oceanus
-14804,NA,Oceanus
-20117,NA,Oceanus
-20128,NA,Oceanus
-18831,NA,Oceanus
-15085,NA,Oceanus
-5891,NA,Oceanus
-2195,NA,Oceanus
-7450,NA,Oceanus
Blue Water Ventures BV Shipping,Riodelsol,Riodelsol
