from,to,hscode,Year,weights
Perla del Mar Deep-sea,Tripura  Pier N.V. Solutions,306170,2030,23
Perla del Mar Deep-sea,hǎi dǎn AG Express,306170,2029,43
Perla del Mar Deep-sea,hǎi dǎn AG Express,306170,2030,41
Perla del Mar Deep-sea,hǎi dǎn AG Express,306170,2031,72
Perla del Mar Deep-sea,hǎi dǎn AG Express,306170,2032,46
Perla del Mar Deep-sea,hǎi dǎn AG Express,306170,2033,64
Perla del Mar Deep-sea,hǎi dǎn AG Express,306170,2034,95
Playa de Arena Ltd. Corporation Carriers,Adriatic Catch Ges.m.b.H. Marine biology,306170,2032,22
Playa de Arena Ltd. Corporation Carriers,Estrella de Mar Sagl,306170,2034,35
Playa de Arena Ltd. Corporation Carriers,hǎi dǎn Corporation Wharf,306170,2034,28
Playa de Arena OJSC Express,Adriatic Mackerel Ges.m.b.H. Family,306170,2033,23
Playa de Arena OJSC Express,AquaDelight N.V. Coral Reef,306170,2028,23
Playa de Arena OJSC Express,AquaDelight N.V. Coral Reef,306170,2029,28
Playa de Arena OJSC Express,AquaDelight N.V. Coral Reef,306170,2034,78
Playa de Arena OJSC Express,Assam  Market Cargo ship Company Marine conservation,306170,2032,26
Playa de Arena OJSC Express,Assam  Market Cargo ship Company Marine conservation,306170,2034,29
Playa de Arena OJSC Express,AtlanticAppetite Oyster  Ltd. Corporation Investment,306170,2032,24
Playa de Arena OJSC Express,Caracola del Este Ltd. Liability Co,306170,2030,49
Playa de Arena OJSC Express,Caracola del Este Ltd. Liability Co,306170,2031,32
Playa de Arena OJSC Express,Caracola del Este Ltd. Liability Co,306170,2032,134
Playa de Arena OJSC Express,Caracola del Este Ltd. Liability Co,306170,2033,156
Playa de Arena OJSC Express,Caracola del Este Ltd. Liability Co,306170,2034,71
Playa de Arena OJSC Express,Caracola del Sol Services,306170,2028,30
Playa de Arena OJSC Express,Caracola del Sol Services,306170,2029,102
Playa de Arena OJSC Express,Caracola del Sol Services,306170,2030,161
Playa de Arena OJSC Express,Caracola del Sol Services,306170,2031,171
Playa de Arena OJSC Express,Caracola del Sol Services,306170,2032,188
Playa de Arena OJSC Express,Caracola del Sol Services,306170,2033,188
Playa de Arena OJSC Express,Caracola del Sol Services,306170,2034,252
Playa de Arena OJSC Express,Coral Cove BV Delivery,306170,2029,21
Playa de Arena OJSC Express,Costa de la Felicidad Shipping,306170,2030,29
Playa de Arena OJSC Express,Costa de la Felicidad Shipping,306170,2031,21
Playa de Arena OJSC Express,Costa de la Felicidad Shipping,306170,2032,26
Playa de Arena OJSC Express,Costa de la Felicidad Shipping,306170,2034,95
Playa de Arena OJSC Express,Madagascar Coast  AG Freight ,306170,2032,34
Playa de Arena OJSC Express,Madagascar Coast  AG Freight ,306170,2033,21
Playa de Arena OJSC Express,Madagascar Coast  AG Freight ,306170,2034,31
Playa de Arena OJSC Express,Mar del Este CJSC,306170,2029,23
Playa de Arena OJSC Express,Mar del Este CJSC,306170,2030,21
Playa de Arena OJSC Express,Mar del Este CJSC,306170,2031,39
Playa de Arena OJSC Express,Mar del Este CJSC,306170,2032,46
Playa de Arena OJSC Express,Mar del Este CJSC,306170,2033,35
Playa de Arena OJSC Express,Mar del Este CJSC,306170,2034,104
Playa de Arena OJSC Express,Mar del Paraíso Corporation Logistics,306170,2033,37
Playa de Arena OJSC Express,Mar del Paraíso Corporation Logistics,306170,2034,58
Playa de Arena OJSC Express,Orange River   Incorporated Shipping,306170,2032,32
Playa de Arena OJSC Express,Pao gan LC Freight ,306170,2028,31
Playa de Arena OJSC Express,Pao gan LC Freight ,306170,2032,35
Playa de Arena OJSC Express,Pao gan LC Freight ,306170,2033,26
Playa de Arena OJSC Express,Pao gan LC Freight ,306170,2034,34
Playa de Arena OJSC Express,Sea Breeze Corporation Marine sanctuary,306170,2028,23
Playa de Arena OJSC Express,SeaSelects Nori Corporation Express,306170,2034,39
Playa de Arena OJSC Express,Selous Game Reserve  S.A. de C.V.,306170,2029,24
Playa de Arena OJSC Express,Selous Game Reserve  S.A. de C.V.,306170,2030,33
Playa de Arena OJSC Express,Selous Game Reserve  S.A. de C.V.,306170,2031,25
Playa de Arena OJSC Express,Selous Game Reserve  S.A. de C.V.,306170,2032,34
Playa de Arena OJSC Express,Selous Game Reserve  S.A. de C.V.,306170,2033,112
Playa de Arena OJSC Express,Selous Game Reserve  S.A. de C.V.,306170,2034,29
Playa de Arena OJSC Express,The Sea Turtle GmbH & Co. KG,306170,2034,21
Playa de Arena OJSC Express,Thundwa SE Marine ecology,306170,2029,28
Playa de Arena OJSC Express,hǎi dǎn AG Express,306170,2033,23
Playa de Arena OJSC Express,hǎi dǎn Corporation Wharf,306170,2029,28
Playa de Arena OJSC Express,hǎi dǎn Corporation Wharf,306170,2030,74
Playa de Arena OJSC Express,hǎi dǎn Corporation Wharf,306170,2031,21
Playa de Arena OJSC Express,hǎi dǎn Corporation Wharf,306170,2032,65
Playa de Arena OJSC Express,hǎi dǎn Corporation Wharf,306170,2033,120
Playa de Arena OJSC Express,hǎi dǎn Corporation Wharf,306170,2034,72
Playa de Arena OJSC Express,páng xiè S.A. de C.V. Line,306170,2034,37
Playa de Arena Submarine S.A. de C.V. Marine,Tamil Nadu   Corporation Compass,306170,2033,55
Playa de Arena Submarine S.A. de C.V. Marine,Tamil Nadu   Corporation Compass,306170,2034,65
Playa de Coral Distribution Marine sanctuary,Mar del Este CJSC,306170,2032,34
Playa del Mar BV Solutions,Mar del Golfo Line Seafood,306170,2029,21
Playa del Mar BV Solutions,Náutica del Sol Corporation,306170,2029,23
Playa del Mar BV Solutions,Náutica del Sol Corporation,306170,2030,26
Playa del Mar BV Solutions,Selous Game Reserve  S.A. de C.V.,306170,2029,43
Playa del Mar Corporation,-5964,306170,2033,41
Playa del Mar Corporation,-5964,306170,2034,22
Playa del Mar Corporation,AtlanticAppetite Oyster  Ltd. Corporation Investment,306170,2032,24
Playa del Mar Corporation,Brisa del Este BV,306170,2028,76
Playa del Mar Corporation,Brisa del Este BV,306170,2030,126
Playa del Mar Corporation,Brisa del Este BV,306170,2031,49
Playa del Mar Corporation,Brisa del Este BV,306170,2034,90
Playa del Mar Corporation,Caracola del Sol Services,306170,2030,32
Playa del Mar Corporation,Caracola del Sol Services,306170,2031,224
Playa del Mar Corporation,Caracola del Sol Services,306170,2032,344
Playa del Mar Corporation,Caracola del Sol Services,306170,2033,298
Playa del Mar Corporation,Caracola del Sol Services,306170,2034,185
Playa del Mar Corporation,Himachal Pradesh  BV Holdings,306170,2030,35
Playa del Mar Corporation,Madagascar Coast  AG Freight ,306170,2028,39
Playa del Mar Corporation,Madagascar Coast  AG Freight ,306170,2033,162
Playa del Mar Corporation,Madagascar Coast  AG Freight ,306170,2034,192
Playa del Mar Corporation,Playa de Arena SE Underwater,306170,2028,30
Playa del Mar Corporation,Spanish Anchovy SE Marine,306170,2031,37
Playa del Mar Corporation,Spanish Anchovy SE Marine,306170,2032,69
Playa del Mar Corporation,The Sea Turtle GmbH & Co. KG,306170,2030,147
Playa del Mar Corporation,The Sea Turtle GmbH & Co. KG,306170,2031,22
Playa del Mar Corporation,Yu xian  SRL Industrial,306170,2029,23
Playa del Mar Corporation,Yu xian  SRL Industrial,306170,2030,33
Playa del Mar Corporation,hǎi dǎn Corporation Wharf,306170,2031,23
Playa del Mar Corporation,hǎi dǎn Corporation Wharf,306170,2032,29
Playa del Mar Corporation,hǎi dǎn Corporation Wharf,306170,2033,33
Playa del Mar Corporation,hǎi dǎn Corporation Wharf,306170,2034,28
Playa del Tesoro Limited Liability Company,hǎi dǎn Corporation Wharf,306170,2029,24
Portuguese Tuna A/S Cargo,Tamil Nadu   Corporation Compass,306170,2033,32
Punjab Sea  CJSC Marine conservation,Madagascar Coast  AG Freight ,306170,2033,26
ReefRider Foods S.p.A. Cargo,Yu xian  SRL Industrial,306170,2028,24
ReefRider Foods S.p.A. Cargo,Yu xian  SRL Industrial,306170,2029,28
Richard S.A. de C.V. Solutions,-5813,306170,2034,24
Richard S.A. de C.V. Solutions,AquaDelight N.V. Coral Reef,306170,2028,35
Richard S.A. de C.V. Solutions,AquaDelight N.V. Coral Reef,306170,2034,27
Richard S.A. de C.V. Solutions,Estrella del Sol Buoy,306170,2031,22
Richard S.A. de C.V. Solutions,Estrella del Sol Buoy,306170,2032,30
Richard S.A. de C.V. Solutions,Kong zhong diao yu  Ges.m.b.H.,306170,2030,29
Richard S.A. de C.V. Solutions,Mar del Este CJSC,306170,2030,26
Richard S.A. de C.V. Solutions,Orange River   Incorporated Shipping,306170,2034,25
Rift Valley fishery GmbH & Co. KG Cargo,Selous Game Reserve  S.A. de C.V.,306170,2029,100
Rift Valley fishery GmbH & Co. KG Cargo,Selous Game Reserve  S.A. de C.V.,306170,2030,49
Rift Valley fishery Sagl,AquaDelight N.V. Coral Reef,306170,2033,25
Rift Valley fishery Sagl,Black Sea Tuna Snapper,306170,2028,41
Rift Valley fishery Sagl,Black Sea Tuna Snapper,306170,2029,52
Rift Valley fishery Sagl,Black Sea Tuna Snapper,306170,2030,83
Rift Valley fishery Sagl,Caracola Azul Oyj &,306170,2029,38
Rift Valley fishery Sagl,Caracola Azul Oyj &,306170,2030,21
Rift Valley fishery Sagl,Himachal Pradesh  BV Holdings,306170,2033,27
Rift Valley fishery Sagl,Himachal Pradesh  BV Holdings,306170,2034,91
Rift Valley fishery Sagl,Pao gan SE Seal,306170,2029,44
Rift Valley fishery Sagl,Pao gan SE Seal,306170,2030,22
Rift Valley fishery Sagl,Pao gan SE Seal,306170,2032,30
Rift Valley fishery Sagl,Pao gan SE Seal,306170,2033,26
Rift Valley fishery Sagl,Tripura  Pier N.V. Solutions,306170,2029,54
Rift Valley fishery Sagl,Tripura  Pier N.V. Solutions,306170,2030,44
Rift Valley fishery Sagl,Tripura  Pier N.V. Solutions,306170,2031,21
Rift Valley fishery Sagl,Tripura  Pier N.V. Solutions,306170,2033,29
Rift Valley fishery Sagl,hǎi dǎn Corporation Wharf,306170,2031,38
Rift Valley fishery Sagl,hǎi dǎn Corporation Wharf,306170,2032,52
Ronan A/S Marine sanctuary,Irish Crab CJSC Shark,306170,2033,22
Rufiji River  Ges.m.b.H. Family,Mar del Este CJSC,306170,2033,23
Rufiji River  Ges.m.b.H. Family,Orange River   Incorporated Shipping,306170,2033,33
Rufiji River  Ges.m.b.H. Family,Orange River   Incorporated Shipping,306170,2034,24
Rufiji River  Ges.m.b.H. Family,Pao gan LC Freight ,306170,2033,29
Rufiji River  Ges.m.b.H. Family,hǎi dǎn Corporation Wharf,306170,2028,61
Rufiji River  Ges.m.b.H. Family,hǎi dǎn Corporation Wharf,306170,2029,22
Rufiji River  Ges.m.b.H. Family,hǎi dǎn Corporation Wharf,306170,2030,28
Rufiji River  Ges.m.b.H. Family,hǎi dǎn Corporation Wharf,306170,2031,22
Rufiji River  Ges.m.b.H. Family,hǎi dǎn Corporation Wharf,306170,2033,27
SaltSea & Inc Carriers,Mar del Este CJSC,306170,2032,21
Saltwater Sirens Limited Liability Company Marine conservation,Brisa del Este BV,306170,2028,25
Saltwater Sirens Limited Liability Company Marine conservation,Caracola del Sol Services,306170,2028,42
Saltwater Sirens Limited Liability Company Marine conservation,Yu gan  Sea spray GmbH Industrial,306170,2029,47
Saltwater Sirens Limited Liability Company Marine conservation,Yu gan  Sea spray GmbH Industrial,306170,2030,34
Samaka Ltd. Liability Co Distribution,Kong zhong diao yu  Ges.m.b.H.,306170,2033,24
Samaka Ltd. Liability Co Distribution,Orange River   Incorporated Shipping,306170,2031,24
Samaka Ltd. Liability Co Distribution,Orange River   Incorporated Shipping,306170,2032,22
Samaka Ltd. Liability Co Distribution,Yu xian  SRL Industrial,306170,2029,51
Samaka Ltd. Liability Co Distribution,Yu xian  SRL Industrial,306170,2030,36
Samaka Ltd. Liability Co Distribution,Yu xian  SRL Industrial,306170,2031,37
Scottish Herring Ltd. Liability Co,Costa de la Felicidad Shipping,306170,2031,21
Scottish Lobster AG Transit,Océano de Coral Corporation Express,306170,2029,50
Scottish Lobster Ltd. Corporation,Kong zhong diao yu  Ges.m.b.H.,306170,2030,47
Sea Striders Kelp BV Solutions,-753,306170,2032,32
Sea Striders Kelp BV Solutions,Adriatic Mackerel Ges.m.b.H. Family,306170,2033,38
Sea Striders Kelp BV Solutions,Caracola del Sol Services,306170,2032,42
Sea Striders Kelp BV Solutions,Costa de la Felicidad Shipping,306170,2032,38
Sea Striders Kelp BV Solutions,Dutch Mussels GmbH Carriers,306170,2032,53
Sea Striders Kelp BV Solutions,Dutch Mussels GmbH Carriers,306170,2033,50
Sea Striders Kelp BV Solutions,Kong zhong diao yu  Ges.m.b.H.,306170,2032,36
Sea Striders Kelp BV Solutions,Madagascar Coast  AG Freight ,306170,2032,48
Sea Striders Kelp BV Solutions,Madagascar Coast  AG Freight ,306170,2033,29
Sea Striders Kelp BV Solutions,Madagascar Coast  AG Freight ,306170,2034,53
Sea Striders Kelp BV Solutions,hǎi dǎn Corporation Wharf,306170,2034,42
Sea Striders ОАО Industrial,Tripura  Pier N.V. Solutions,306170,2033,51
Sea Striders ОАО Industrial,Tripura  Pier N.V. Solutions,306170,2034,91
SeaBass  Ltd. Liability Co Consulting,Costa de la Felicidad Shipping,306170,2029,56
SeaBass  Ltd. Liability Co Consulting,Greek ermen Plc Marine sanctuary,306170,2031,44
SeaBass  Ltd. Liability Co Consulting,Greek ermen Plc Marine sanctuary,306170,2032,96
SeaBass  Ltd. Liability Co Consulting,hǎi dǎn Corporation Wharf,306170,2028,59
SeaBass  Ltd. Liability Co Consulting,hǎi dǎn Corporation Wharf,306170,2029,27
SeaBass  Ltd. Liability Co Consulting,hǎi dǎn Corporation Wharf,306170,2030,59
SeaFlavors Limited Liability Company Marine,Caracola del Sol Services,306170,2030,21
SeaFlavors Limited Liability Company Marine,Caracola del Sol Services,306170,2031,28
SeaLion S.A. de C.V. Freight ,Orange River   Incorporated Shipping,306170,2031,25
SeaLion S.A. de C.V. Freight ,Selous Game Reserve  S.A. de C.V.,306170,2033,43
SeaSplash Navigation Ges.m.b.H. Shipping,hǎi dǎn Corporation Wharf,306170,2029,23
SeaSplash Navigation Ges.m.b.H. Shipping,hǎi dǎn Corporation Wharf,306170,2030,25
Seafarer's Club GmbH & Co. KG Overseas,Brisa del Este BV,306170,2031,27
Seafarer's Club GmbH & Co. KG Overseas,Brisa del Este BV,306170,2033,35
Seafarer's Club GmbH & Co. KG Overseas,Brisa del Este BV,306170,2034,52
Seaside Strolls A/S Marine ecology,Mar del Paraíso Corporation Logistics,306170,2033,33
Seaside Strolls A/S Marine ecology,Pao gan LC Freight ,306170,2033,24
Seaside Strolls A/S Marine ecology,Pao gan LC Freight ,306170,2034,27
Seaside Strolls A/S Marine ecology,Saltwater Supreme Pelican Ltd Enterprises,306170,2034,24
Seaside Strolls A/S Marine ecology,Selous Game Reserve  S.A. de C.V.,306170,2032,26
Seaside Strolls A/S Marine ecology,The Sea Turtle GmbH & Co. KG,306170,2033,28
Seaside Strolls A/S Marine ecology,The Sea Turtle GmbH & Co. KG,306170,2034,80
Seaside Summit CJSC Saltwater,Kong zhong diao yu  Ges.m.b.H.,306170,2034,27
Selous Game Reserve  AB,Chituku Ltd. Liability Co Transport,306170,2029,33
Selous Game Reserve  AB,Chituku Ltd. Liability Co Transport,306170,2030,30
Selous Game Reserve  AB,Chituku Ltd. Liability Co Transport,306170,2031,54
Selous Game Reserve  AB,Chituku Ltd. Liability Co Transport,306170,2032,33
Selous Game Reserve  AB,Pao gan SE Seal,306170,2028,59
Selous Game Reserve  AB,Pao gan SE Seal,306170,2029,58
Selous Game Reserve  AB,Pao gan SE Seal,306170,2030,84
Selous Game Reserve  AB,Pao gan SE Seal,306170,2031,64
Selous Game Reserve  AB,Pao gan SE Seal,306170,2032,33
Selous Game Reserve  AB,Pao gan SE Seal,306170,2033,34
Selous Game Reserve  AB,Selous Game Reserve  S.A. de C.V.,306170,2033,21
Selous Game Reserve  AB,Yu xian  SRL Industrial,306170,2028,24
South Ltd. Liability Co,Caracola del Sol Services,306170,2031,50
South Ltd. Liability Co,Caracola del Sol Services,306170,2032,70
South Ltd. Liability Co,Caracola del Sol Services,306170,2033,36
South Ltd. Liability Co,hǎi dǎn Corporation Wharf,306170,2029,36
South Ltd. Liability Co,hǎi dǎn Corporation Wharf,306170,2030,80
South Ltd. Liability Co,hǎi dǎn Corporation Wharf,306170,2032,45
South Ltd. Liability Co,hǎi dǎn Corporation Wharf,306170,2033,35
Spanish Anchovy OJSC International,AquaDelight N.V. Coral Reef,306170,2033,98
Spanish Anchovy OJSC International,AquaDelight N.V. Coral Reef,306170,2034,97
Spanish Anchovy OJSC International,Assam  Market Incorporated Tanker,306170,2034,55
Spanish Anchovy OJSC International,Mar del Este CJSC,306170,2032,27
Spanish Mackerel Ltd. Liability Co Consultants,Black Sea Tuna Snapper,306170,2033,21
Spanish Shrimp A/S Marine,Ancla Marina AB Holdings,306170,2032,77
Spanish Shrimp A/S Marine,Caracola del Sol Services,306170,2030,47
Spanish Shrimp A/S Marine,Caracola del Sol Services,306170,2031,122
Spanish Shrimp A/S Marine,Caracola del Sol Services,306170,2032,244
Spanish Shrimp A/S Marine,Caracola del Sol Services,306170,2033,276
Spanish Shrimp A/S Marine,Ltd. Corporation Ltd. Liability Co,306170,2028,79
Spanish Shrimp A/S Marine,Ltd. Corporation Ltd. Liability Co,306170,2029,108
Spanish Shrimp A/S Marine,Madagascar Coast  AG Freight ,306170,2028,67
Spanish Shrimp A/S Marine,Madagascar Coast  AG Freight ,306170,2029,30
Spanish Shrimp A/S Marine,Madagascar Coast  AG Freight ,306170,2031,59
Spanish Shrimp A/S Marine,Madagascar Coast  AG Freight ,306170,2032,142
Spanish Shrimp A/S Marine,Madagascar Coast  AG Freight ,306170,2033,82
Spanish Shrimp A/S Marine,Mar del Este CJSC,306170,2028,23
Spanish Shrimp A/S Marine,Pao gan LC Freight ,306170,2028,79
Spanish Shrimp A/S Marine,Pao gan LC Freight ,306170,2029,77
Spanish Shrimp A/S Marine,Pao gan LC Freight ,306170,2031,86
Spanish Shrimp A/S Marine,Pao gan LC Freight ,306170,2032,139
Spanish Shrimp A/S Marine,Pao gan LC Freight ,306170,2033,166
Spanish Shrimp A/S Marine,Pao gan LC Freight ,306170,2034,31
Spanish Shrimp A/S Marine,Pao gan SE Seal,306170,2032,37
Spanish Shrimp A/S Marine,Saltwater Supreme Pelican Ltd Enterprises,306170,2028,51
Spanish Shrimp A/S Marine,Saltwater Supreme Pelican Ltd Enterprises,306170,2030,74
Spanish Shrimp A/S Marine,Saltwater Supreme Pelican Ltd Enterprises,306170,2031,68
Spanish Shrimp A/S Marine,Saltwater Supreme Pelican Ltd Enterprises,306170,2033,80
Spanish Shrimp A/S Marine,Saltwater Supreme Pelican Ltd Enterprises,306170,2034,32
Spanish Shrimp A/S Marine,Tripura  Pier N.V. Solutions,306170,2028,32
Spanish Shrimp A/S Marine,Tripura  Pier N.V. Solutions,306170,2030,32
Spanish Shrimp A/S Marine,Tripura  Pier N.V. Solutions,306170,2031,46
Spanish Shrimp A/S Marine,Tripura  Pier N.V. Solutions,306170,2032,41
Spanish Shrimp A/S Marine,Tripura  Pier N.V. Solutions,306170,2033,38
Spanish Shrimp A/S Marine,Tripura  Pier N.V. Solutions,306170,2034,63
Spanish Shrimp Incorporated Carriers,Caracola Azul Ltd. Corporation,306170,2032,21
Spanish Shrimp Incorporated Carriers,Costa de la Felicidad Shipping,306170,2032,38
Spanish Shrimp Incorporated Carriers,Mar del Este CJSC,306170,2031,38
Spanish Shrimp Incorporated Carriers,Mar del Este CJSC,306170,2032,39
Spanish Shrimp Incorporated Carriers,Mar del Este CJSC,306170,2033,43
Spanish Shrimp Incorporated Carriers,Selous Game Reserve  S.A. de C.V.,306170,2033,45
Surf and Sea Marine,Adriatic Catch Ges.m.b.H. Marine biology,306170,2030,23
Surf and Sea Marine,Adriatic Catch Ges.m.b.H. Marine biology,306170,2031,24
Surf and Sea Marine,Adriatic Catch Ges.m.b.H. Marine biology,306170,2034,26
Surf and Sea Marine,Ancla de Oro Kga Import,306170,2033,24
Surf and Sea Marine,Ancla de Oro Kga Import,306170,2034,26
Surf and Sea Marine,AquaDelight N.V. Coral Reef,306170,2028,117
Surf and Sea Marine,AquaDelight N.V. Coral Reef,306170,2029,43
Surf and Sea Marine,AquaDelight N.V. Coral Reef,306170,2032,33
Surf and Sea Marine,AquaDelight N.V. Coral Reef,306170,2033,49
Surf and Sea Marine,AquaDelight N.V. Coral Reef,306170,2034,62
Surf and Sea Marine,Black Sea Tuna Snapper,306170,2028,21
Surf and Sea Marine,Caracola del Sol Services,306170,2030,26
Surf and Sea Marine,Caracola del Sol Services,306170,2031,27
Surf and Sea Marine,Caracola del Sol Services,306170,2032,54
Surf and Sea Marine,Caracola del Sol Services,306170,2033,54
Surf and Sea Marine,Caracola del Sol Services,306170,2034,28
Surf and Sea Marine,Coastal Charm GmbH Transportation,306170,2029,26
Surf and Sea Marine,Estrella de Mar Sagl,306170,2030,30
Surf and Sea Marine,Estrella de Mar Sagl,306170,2031,41
Surf and Sea Marine,Isla del Tesoro GmbH & Co. KG Chart,306170,2031,25
Surf and Sea Marine,Isla del Tesoro GmbH & Co. KG Chart,306170,2032,36
Surf and Sea Marine,Kong zhong diao yu  Ges.m.b.H.,306170,2034,25
Surf and Sea Marine,Pao gan LC Freight ,306170,2030,25
Surf and Sea Marine,Simien Mountains   Company Transport,306170,2031,25
Surf and Sea Marine,hǎi dǎn Corporation Wharf,306170,2029,50
Surf and Sea Marine,hǎi dǎn Corporation Wharf,306170,2030,22
Surf and Sea Marine,hǎi dǎn Corporation Wharf,306170,2031,26
Surf and Sea Marine,hǎi dǎn Corporation Wharf,306170,2032,30
Surf and Sea Marine,hǎi dǎn Corporation Wharf,306170,2033,28
Surf and Sea Marine,hǎi dǎn Corporation Wharf,306170,2034,26
Tamil Nadu   Express Surf,Mar del Este CJSC,306170,2034,53
Tamil Nadu   Express Surf,Pao gan SE Seal,306170,2033,41
Tamil Nadu   Express Surf,hǎi dǎn Corporation Wharf,306170,2033,21
Tamil Nadu   SE Carriers,-4012,306170,2030,29
Tamil Nadu   SE Carriers,Mar del Placer Manatee,306170,2030,21
Tamil Nadu   SE Carriers,Mar del Placer Manatee,306170,2031,29
Tamil Nadu s Barge,Assam  Market Cargo ship Company Marine conservation,306170,2032,37
Tamil Nadu s Barge,Assam  Market Cargo ship Company Marine conservation,306170,2033,68
Tamil Nadu s Barge,Assam  Market Cargo ship Company Marine conservation,306170,2034,88
Tamil Nadu s Barge,Caracola del Sol Services,306170,2031,28
Tamil Nadu s Barge,Caracola del Sol Services,306170,2033,50
Tamil Nadu s Barge,Caracola del Sol Services,306170,2034,29
Tamil Nadu s Barge,Madagascar Coast  AG Freight ,306170,2031,52
Tamil Nadu s Barge,Madagascar Coast  AG Freight ,306170,2032,31
Tamil Nadu s Barge,Madagascar Coast  AG Freight ,306170,2033,56
Tamil Nadu s Barge,Madagascar Coast  AG Freight ,306170,2034,59
Tamil Nadu s Barge,Mar del Este CJSC,306170,2032,30
Tamil Nadu s Barge,Mar del Este CJSC,306170,2033,43
Tamil Nadu s Barge,Mar del Este CJSC,306170,2034,25
Tamil Nadu s Barge,The Sea Turtle GmbH & Co. KG,306170,2028,54
Tamil Nadu s Barge,The Sea Turtle GmbH & Co. KG,306170,2029,116
Tamil Nadu s Barge,The Sea Turtle GmbH & Co. KG,306170,2030,99
Tamil Nadu s Barge,The Sea Turtle GmbH & Co. KG,306170,2031,46
Tamil Nadu s Barge,The Sea Turtle GmbH & Co. KG,306170,2032,26
Tamil Nadu s Barge,The Sea Turtle GmbH & Co. KG,306170,2033,25
Tamil Nadu s Barge,The Sea Turtle GmbH & Co. KG,306170,2034,66
Tamil Nadu s Barge,hǎi dǎn Corporation Wharf,306170,2030,32
The Salty Dog LLC,Caracola del Sol Services,306170,2032,25
The Salty Dog LLC,Estrella de Mar Inc,306170,2032,38
The Salty Dog LLC,Madagascar Coast  AG Freight ,306170,2034,24
The Salty Dog LLC,Mar del Este CJSC,306170,2034,38
The Salty Dog LLC,Mar del Norte Kga,306170,2032,22
The Salty Dog LLC,Orange River   Incorporated Shipping,306170,2032,22
The Salty Dog LLC,Pao gan LC Freight ,306170,2034,48
The Salty Dog LLC,Sahara  LLC Co Consultants,306170,2032,34
The Salty Dog LLC,Sahara  LLC Co Consultants,306170,2034,44
The Salty Dog LLC,Saltwater Supreme Pelican Ltd Enterprises,306170,2032,45
The Salty Dog LLC,Saltwater Supreme Pelican Ltd Enterprises,306170,2034,29
The Salty Dog LLC,Saltwater Supreme ОАО Forwading,306170,2030,39
The Salty Dog LLC,Saltwater Supreme ОАО Forwading,306170,2031,119
The Salty Dog LLC,Saltwater Supreme ОАО Forwading,306170,2032,64
The Salty Dog LLC,SeaLion Marine AG Express,306170,2033,31
The Salty Dog LLC,SeaLion Marine AG Express,306170,2034,50
The Salty Dog LLC,hǎi dǎn Corporation Wharf,306170,2032,26
The Salty Dog LLC,hǎi dǎn Corporation Wharf,306170,2034,29
The Salty Dog Limited Liability Company,-5840,306170,2034,100
The Salty Dog Limited Liability Company,Mar del Este CJSC,306170,2032,31
The Salty Dog Limited Liability Company,Mar del Este CJSC,306170,2033,30
The Salty Dog Limited Liability Company,Pao gan LC Freight ,306170,2032,35
The Salty Dog Limited Liability Company,The Sea Turtle GmbH & Co. KG,306170,2032,26
The Salty Dog Limited Liability Company,The Sea Turtle GmbH & Co. KG,306170,2034,27
The Sea Lion Corporation,Mar de la Luz Plc,306170,2028,30
The Sea Lion Corporation,Pao gan LC Freight ,306170,2031,32
The Sea Lion Corporation,Pao gan LC Freight ,306170,2032,22
The Sea Lion Corporation,Pao gan LC Freight ,306170,2034,29
The Sea Turtle Plc Consultants,-430,306170,2031,33
The Sea Turtle Plc Consultants,Mar del Paraíso Corporation Logistics,306170,2030,69
The Sea Turtle Plc Consultants,Mar del Paraíso Corporation Logistics,306170,2031,61
The Sea Turtle Plc Consultants,Punjab s Marine conservation,306170,2031,38
Thoho S.A. de C.V.,AquaDelight N.V. Coral Reef,306170,2029,25
Thoho S.A. de C.V.,AquaDelight N.V. Coral Reef,306170,2033,29
Thundwa S.A. de C.V.,Assam  Market Cargo ship Company Marine conservation,306170,2034,22
Tripura  Market S.A. de C.V.,AquaDelight N.V. Coral Reef,306170,2033,29
Tripura  Market S.A. de C.V.,AquaDelight N.V. Coral Reef,306170,2034,34
Tripura  Market S.A. de C.V.,Assam  Market Incorporated Tanker,306170,2034,30
Tripura  Market S.A. de C.V.,Caracola del Sol Services,306170,2028,23
Tripura  Market S.A. de C.V.,Caracola del Sol Services,306170,2029,63
Tripura  Market S.A. de C.V.,Caracola del Sol Services,306170,2030,78
Tripura  Market S.A. de C.V.,Caracola del Sol Services,306170,2031,47
Tripura  Market S.A. de C.V.,Caracola del Sol Services,306170,2032,51
Tripura  Market S.A. de C.V.,Caracola del Sol Services,306170,2033,37
Tripura  Market S.A. de C.V.,Caracola del Sol Services,306170,2034,39
Tripura  Market S.A. de C.V.,Greek Sea Bass LLC,306170,2030,28
Tripura  Market S.A. de C.V.,Himachal Pradesh  BV Holdings,306170,2034,60
Tripura  Market S.A. de C.V.,Kong zhong diao yu  Ges.m.b.H.,306170,2030,29
Tripura  Market S.A. de C.V.,Kong zhong diao yu  Ges.m.b.H.,306170,2031,65
Tripura  Market S.A. de C.V.,Kong zhong diao yu  Ges.m.b.H.,306170,2032,134
Tripura  Market S.A. de C.V.,Kong zhong diao yu  Ges.m.b.H.,306170,2033,130
Tripura  Market S.A. de C.V.,Kong zhong diao yu  Ges.m.b.H.,306170,2034,64
